MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 96345208842940,24-11-2018 00:00:00,RP4791985031110870,RP49842662844416489240567093529289720,799.00,GBP,24-11-2018,301974,88003149,OSAMA ,735938,52480358,Olly Bleby,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,24-11-2018,612
RPS FPS 68040659828080,5-12-2018 00:00:00,RP6299721679272780,RP49618733034521529236076034929942092,623.00,GBP,5-12-2018,704038,88003150,OSMAN ,443247,84220181,Miller Lethieulier,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,5-12-2018,812
RPS FPS 12812334794419,22-3-2018 00:00:00,RP3034510111404800,RP49645202791389510545877100709179623,264.00,GBP,22-3-2018,794124,88003151,Q[EDIT],346542,53580675,Alvis Toffolo,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,22-3-2018,812
RPS FPS 84607325586464,20-9-2018 00:00:00,RP3412357219602460,RP49751893229188468328174097949155203,710.00,GBP,20-9-2018,314071,88003152,QAID,849395,48276505,Jacquenetta Conkay,INVOICES 22 +544,10,FPS,BOOK,COMPLETE,O,934,11,20-9-2018,603
RPS FPS 92715462957222,17-4-2018 00:00:00,RP1004954590217680,RP49714913273552470254877219719329024,711.00,GBP,17-4-2018,766905,88003153,QAMAR UD-DIN,364558,80349905,Antonio Shaddick,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-4-2018,612
RPS FPS 67501633640682,24-2-2018 00:00:00,RP7441110698666940,RP49777413123111499207973092769398927,55.00,GBP,24-2-2018,612484,88003154,QASIM ,350650,72196500,Baxter Chiene,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,24-2-2018,612
RPS FPS 75166875353568,20-9-2018 00:00:00,RP9610534001952710,RP49807542990906516077474633819304028,571.00,GBP,20-9-2018,586058,88003155,QASYMBEK,259341,65266777,Wylie Reiglar,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-9-2018,812
RPS FPS 54676931458909,4-9-2018 00:00:00,RP4141546048124890,RP49977723309696541004376768869738549,614.00,GBP,4-9-2018,649997,88003156,QUDDUS,808860,58927761,Sheppard Petry,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,4-9-2018,812
RPS FPS 11339058537939,3-2-2018 00:00:00,RP1629702804727310,RP49672103212610455336971812799781505,942.00,GBP,3-2-2018,403465,88003157,QUDRATULLAH,416933,71015325,Dee Stood,INVOICES 22 +545,10,FPS,BOOK,COMPLETE,O,934,11,3-2-2018,603
RPS FPS 85053188810760,16-9-2018 00:00:00,RP9480427871132710,RP49601062959867515806774715628960069,681.00,GBP,16-9-2018,452435,88003158,QUSAY,650038,55873925,Brett Gotliffe,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,16-9-2018,612
RPS FPS 75167288609867,12-1-2018 00:00:00,RP2956275342728920,RP49912003328094531852074616629026926,53.00,GBP,12-1-2018,303419,88003159,QUTB,837011,74543295,Rodd Bearman,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,12-1-2018,612
RPS FPS 83345389324893,20-12-2018 00:00:00,RP1070796984768280,RP49612832230393474303172573129469852,780.00,GBP,20-12-2018,453666,88003160,QUTB AD-DIN,873462,62792528,Nowell Barnwall,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-12-2018,812
RPS FPS 32490608886357,12-5-2018 00:00:00,RP2760987086083500,RP49974762529874475835469844039097737,440.00,GBP,12-5-2018,426860,88003161,R[EDIT],773887,36790180,Debora Tedorenko,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-5-2018,812
RPS FPS 57427354633420,22-8-2018 00:00:00,RP7868077992264860,RP49833592697341460060172532719394940,26.00,GBP,22-8-2018,661032,88003162,RABIH,399303,49453883,Ashlee Charlet,INVOICES 22 +545,10,FPS,BOOK,COMPLETE,O,934,11,22-8-2018,603
RPS FPS 27195015232349,19-10-2018 00:00:00,RP5553439515529130,RP49985602293028538383972525829565405,526.00,GBP,19-10-2018,477971,88003163,RAED,656944,66337676,Barth Tyas,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,19-10-2018,612
RPS FPS 36492593381999,2-8-2018 00:00:00,RP3177171513817340,RP49601523104089507062176634609632927,358.00,GBP,2-8-2018,518339,88003164,RAFIQ,659538,72657443,Natale Darko,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,2-8-2018,612
RPS FPS 13870388660910,24-9-2018 00:00:00,RP6410775878763880,RP49939462383075505201869923539954715,953.00,GBP,24-9-2018,821377,88003165,RAHIM,666068,86766079,Augusto Bonfield,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-9-2018,812
RPS FPS 32151762874898,24-1-2018 00:00:00,RP9132198182376960,RP49973213038292518457572154539313196,539.00,GBP,24-1-2018,632572,88003166,RAHMAN ,773046,35944536,Gradey Harhoff,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-1-2018,812
RPS FPS 15262113199368,21-9-2018 00:00:00,RP3066794827825950,RP49735103123785449881871799939906000,807.00,GBP,21-9-2018,348433,88003167,RAHMATULLAH,605668,69701105,Thorin Leithgoe,INVOICES 22 +546,10,FPS,BOOK,COMPLETE,O,934,11,21-9-2018,603
RPS FPS 45517178498497,24-2-2018 00:00:00,RP2142182497235920,RP49638742968132474905070627749829571,304.00,GBP,24-2-2018,602992,88003168,RAHMI,398352,45630642,Laughton Setchfield,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-2-2018,612
RPS FPS 30024111749191,8-7-2018 00:00:00,RP6181979778703550,RP49629742830693531966970566819625674,471.00,GBP,8-7-2018,373519,88003169,RAJAB ,392814,48326175,Wayland Blackstock,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,8-7-2018,612
RPS FPS 79424922847382,2-11-2018 00:00:00,RP7257530308903940,RP49781682585360446888976603258976851,168.00,GBP,2-11-2018,634042,88003170,RAJAEI,524088,58667303,Lorry Arington,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,2-11-2018,812
RPS FPS 42050021939800,8-5-2018 00:00:00,RP8431385471668660,RP49884352656674503604767730119306492,120.00,GBP,8-5-2018,655089,88003171,RAJI,791045,42271989,Corinne Pol,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,8-5-2018,812
RPS FPS 41388476431569,13-8-2018 00:00:00,RP9489684904278130,RP49960092872395467352874847189326736,686.00,GBP,13-8-2018,278158,88003172,RAMIZ,373095,67664756,Ainsley Gadesby,INVOICES 22 +546,10,FPS,BOOK,COMPLETE,O,934,11,13-8-2018,603
RPS FPS 55872744896891,11-10-2018 00:00:00,RP4913353737793200,RP49992652698644490608371061149758569,609.00,GBP,11-10-2018,277252,88003173,RAMZAN,388287,51528316,Lorant Setchell,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,11-10-2018,612
RPS FPS 17422868671417,27-4-2018 00:00:00,RP7486047256948290,RP49790542470626490849168478159314799,140.00,GBP,27-4-2018,489063,88003174,RAMZI,649583,79923639,Irena Ritch,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-4-2018,612
RPS FPS 99981258034928,8-7-2018 00:00:00,RP4020253537766700,RP49738022285964477117977121769130662,821.00,GBP,8-7-2018,261196,88003175,RASHAD,693239,66128337,Linzy Corteis,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,8-7-2018,812
RPS FPS 12260569654643,22-8-2018 00:00:00,RP9618777011839290,RP49695102819199537910067273789971138,586.00,GBP,22-8-2018,828803,88003176,RASHID ,385161,53310238,Maxwell Nail,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,22-8-2018,812
RPS FPS 34650439164885,13-1-2018 00:00:00,RP5107145520541930,RP49885582345377462932073784019444997,71.00,GBP,13-1-2018,281221,88003177,RASHID AL-DIN,494704,86930929,Davidde Pringle,INVOICES 22 +547,10,FPS,BOOK,COMPLETE,O,934,11,13-1-2018,603
RPS FPS 61224247348610,4-9-2018 00:00:00,RP9084722979007090,RP49774492797417501689967004039640152,908.00,GBP,4-9-2018,236011,88003178,RASUL  ,336232,40496961,Gilbertine Neubigin,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,4-9-2018,612
RPS FPS 96324032400162,12-4-2018 00:00:00,RP8068993095565440,RP49980283232333466747967668769648567,539.00,GBP,12-4-2018,432329,88003179,RAYAN,382137,58902011,Diandra Manis,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,12-4-2018,612
RPS FPS 15924825104109,8-2-2018 00:00:00,RP4262740545694500,RP49653032974724491052172983389849786,10.00,GBP,8-2-2018,427360,88003180,REDOUANE,609794,40014787,Gare Cardozo,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,8-2-2018,812
RPS FPS 80588738336876,5-3-2018 00:00:00,RP7674834005490310,RP49933212637840518380675924649888917,312.00,GBP,5-3-2018,310543,88003181,REZA,666939,57298421,Henrie Dunford,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,5-3-2018,812
RPS FPS 36449677435242,25-10-2018 00:00:00,RP6631089427218310,RP49567773250846530875872564369308826,473.00,GBP,25-10-2018,489189,88003182,RIAD ,763853,61644692,Zane Riddoch,INVOICES 22 +547,10,FPS,BOOK,COMPLETE,O,934,11,25-10-2018,603
RPS FPS 89270866868132,2-8-2018 00:00:00,RP6135705429569590,RP49983402300592446425368612659744570,790.00,GBP,2-8-2018,577030,88003183,RIAZ ,324360,36692599,Jennifer Abelwhite,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,2-8-2018,612
RPS FPS 30724161946822,27-12-2018 00:00:00,RP8678148509569840,RP49658873192536468596477022389059359,159.00,GBP,27-12-2018,272214,88003184,RIDWAN ,238020,75428509,Aguistin Reddell,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-12-2018,612
RPS FPS 68805485076995,25-3-2018 00:00:00,RP7322407637568040,RP49805052586531453493169391929993884,956.00,GBP,25-3-2018,825667,88003185,RIFAT,598611,70459704,Hanny Rollings,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-3-2018,812
RPS FPS 51650924088186,27-7-2018 00:00:00,RP5369195538830950,RP49776163319905481203069083939326400,617.00,GBP,27-7-2018,308877,88003186,RIZQALLAH,810837,57433136,Thaxter Maudlin,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,27-7-2018,812
RPS FPS 46939531368582,9-3-2018 00:00:00,RP3972135351444920,RP49706122429150512607069217219817127,304.00,GBP,9-3-2018,369681,88003187,RUHI,367888,70624609,Neal Duffet,INVOICES 22 +548,10,FPS,BOOK,COMPLETE,O,934,11,9-3-2018,603
RPS FPS 35403266550320,13-9-2018 00:00:00,RP4210826177166090,RP49623932568090497775774162319091572,205.00,GBP,13-9-2018,649256,88003188,RUHULLAH,335041,76485989,Lynelle Coots,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-9-2018,612
RPS FPS 97375944579909,7-5-2018 00:00:00,RP7632724477014580,RP49830852922912468462776970749362787,572.00,GBP,7-5-2018,542693,88003189,RUKN AL-DIN,343934,52353386,Windham Haddington,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,7-5-2018,612
RPS FPS 71064473127393,6-11-2018 00:00:00,RP6468319826045850,RP49749462428467489371168125699824534,389.00,GBP,6-11-2018,425478,88003190,RUSHDI,448627,59662276,Erastus Testo,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,6-11-2018,812
RPS FPS 89696757860156,23-5-2018 00:00:00,RP5873393314616640,RP49735452803699521328374580679408129,50.00,GBP,23-5-2018,235602,88003191,S[EDIT],628100,41859588,Sadella Crookshanks,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,23-5-2018,812
RPS FPS 52220197356544,21-9-2018 00:00:00,RP1033014167449470,RP49861052599487467612975283849867397,931.00,GBP,21-9-2018,648785,88003192,SA'D AL-DIN,538711,72306066,Sherry Rilings,INVOICES 22 +548,10,FPS,BOOK,COMPLETE,O,934,11,21-9-2018,603
RPS FPS 39764440424329,6-6-2018 00:00:00,RP6655501742587530,RP49611322540553535301167581778949496,711.00,GBP,6-6-2018,590572,88003193,SA?ID,274516,52959443,Zaria Emblin,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,6-6-2018,612
RPS FPS 15790709704307,17-6-2018 00:00:00,RP5588350384311500,RP49726882974894462021472680989333505,45.00,GBP,17-6-2018,292099,88003194,SAAD,392698,61191940,Jeralee Fawlo,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-6-2018,612
RPS FPS 41893964140905,15-8-2018 00:00:00,RP1850519886917900,RP49608393118367535875270037809427628,296.00,GBP,15-8-2018,824068,88003195,SAADALLAH,751894,60182252,Natka Von Salzberg,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,15-8-2018,812
RPS FPS 71657564000759,16-4-2018 00:00:00,RP7614137522861500,RP49935472461957515808077752658965480,743.00,GBP,16-4-2018,441467,88003196,SABRI,746102,59791908,Carol-jean Garlicke,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-4-2018,812
RPS FPS 47658054723812,24-6-2018 00:00:00,RP8475721467101150,RP49899662277476488979168284239283584,707.00,GBP,24-6-2018,504862,88003197,SADDAM ,482802,38565546,Gerladina Messingham,INVOICES 22 +549,10,FPS,BOOK,COMPLETE,O,934,11,24-6-2018,603
RPS FPS 37273095810608,1-8-2018 00:00:00,RP2722296053973170,RP49813272463744492947669136319120583,824.00,GBP,1-8-2018,401087,88003198,SADIK,379321,35681475,Brenna Corona,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,1-8-2018,612
RPS FPS 87580743184268,23-2-2018 00:00:00,RP2418558948570100,RP49729782957792544990674033599332322,245.00,GBP,23-2-2018,744060,88003199,SADR AL-DIN,818443,59770318,Wiley Ainger,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-2-2018,612
RPS FPS 11819916377208,13-12-2018 00:00:00,RP6973139558695750,RP49607193206996488201873398289386733,894.00,GBP,13-12-2018,243897,88003200,SAFI  ,737234,63643527,Lin Hawkswell,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-12-2018,812
RPS FPS 83493181251223,16-10-2018 00:00:00,RP9680822985507040,RP49992902574586549045676320298942467,513.00,GBP,16-10-2018,342155,88003201,SAFI AL-DIN,734888,65769166,Lin Gouinlock,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-10-2018,812
RPS FPS 61786168736372,23-5-2018 00:00:00,RP2652988164439630,RP49589332657733549651677025439534797,851.00,GBP,23-5-2018,371826,88003202,SAFIULLAH,433399,84006422,Kari Woodruff,INVOICES 22 +549,10,FPS,BOOK,COMPLETE,O,934,11,23-5-2018,603
RPS FPS 23769071570844,26-10-2018 00:00:00,RP9797092303683390,RP49838962526264493840575018939742094,218.00,GBP,26-10-2018,384134,88003203,SAHIR,736689,61360046,Skip Brandoni,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-10-2018,612
RPS FPS 81244396222624,15-11-2018 00:00:00,RP9773864547619320,RP49832622745262467224968716599936314,923.00,GBP,15-11-2018,488386,88003204,SAIF DISAMBIGUATION,356892,82652423,Nikolas Stranks,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,15-11-2018,612
RPS FPS 10333258684755,21-12-2018 00:00:00,RP7053320188003200,RP49606512546938478742476927749848272,496.00,GBP,21-12-2018,393293,88003205,SAIFULLAH,472299,35381960,Lissie Roughsedge,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,21-12-2018,812
RPS FPS 30104215129590,2-4-2018 00:00:00,RP3678822892328010,RP49733342474930460123872975719441560,153.00,GBP,2-4-2018,771413,88003206,SAIFUR RAHMAN,627928,86687161,Jeno Lawn,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,2-4-2018,812
RPS FPS 90216078058053,3-12-2018 00:00:00,RP3174081999891660,RP49895162881604514854973949499834791,905.00,GBP,3-12-2018,683652,88003207,SAJID,402553,48017055,Thor Simonsen,INVOICES 22 +550,10,FPS,BOOK,COMPLETE,O,934,11,3-12-2018,603
RPS FPS 36115432152761,23-9-2018 00:00:00,RP9836360468848170,RP49851632969361531186873594939347637,461.00,GBP,23-9-2018,542324,88003208,SAJJAD,250785,64116728,Willow Gaydon,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,23-9-2018,612
RPS FPS 56246036432128,12-9-2018 00:00:00,RP8122092747923210,RP49576913111503450352070678549260581,568.00,GBP,12-9-2018,753479,88003209,SALAH ,727757,60339079,Jacinthe Putland,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,12-9-2018,612
RPS FPS 94955207541713,26-11-2018 00:00:00,RP6417080056562970,RP49794963188676485564267875089132449,214.00,GBP,26-11-2018,793367,88003210,SALAH AD-DIN ,591816,74002062,Jude Calleja,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,26-11-2018,812
RPS FPS 71169856266679,17-3-2018 00:00:00,RP3095326432174900,RP49609552671885484305575409519037541,842.00,GBP,17-3-2018,561508,88003211,SALEH ,270605,61024251,Diana Quesne,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,17-3-2018,812
RPS FPS 75561964989166,24-9-2018 00:00:00,RP6631330409636780,RP49843732400188468358775948869496339,72.00,GBP,24-9-2018,243243,88003212,SALEM ,837689,65954538,Worden Pepperell,INVOICES 22 +550,10,FPS,BOOK,COMPLETE,O,934,11,24-9-2018,603
RPS FPS 20986949136438,27-7-2018 00:00:00,RP7081263586010190,RP49757473057796485947368412739938956,79.00,GBP,27-7-2018,714625,88003213,SALIM,830479,74521055,Benedick Capelle,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,27-7-2018,612
RPS FPS 92877050307743,19-3-2018 00:00:00,RP1595637144494930,RP49914252432823496915068096049386134,791.00,GBP,19-3-2018,543085,88003214,SALMAN ,685769,48634761,Vita Wellbeloved,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,19-3-2018,612
RPS FPS 45297163460174,22-10-2018 00:00:00,RP2745079342891000,RP49889503300752502462171040509162707,206.00,GBP,22-10-2018,534413,88003215,SAMAD,778135,44608351,Travers Bernaldez,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,22-10-2018,812
RPS FPS 74499682434155,1-2-2018 00:00:00,RP7694299040943730,RP49616372821529541304674287899023159,48.00,GBP,1-2-2018,335086,88003216,SAMEE,316475,76419361,Cross Busch,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,1-2-2018,812
RPS FPS 94917348965536,25-7-2018 00:00:00,RP6487911610012100,RP49792403287394477213872149839869469,806.00,GBP,25-7-2018,403436,88003217,SAMER ,524833,58900723,Olia Lanbertoni,INVOICES 22 +551,10,FPS,BOOK,COMPLETE,O,934,11,25-7-2018,603
RPS FPS 80294818161622,3-4-2018 00:00:00,RP7644539747920960,RP49779172958593500997672743019438636,109.00,GBP,3-4-2018,267035,88003218,SAMI ,813423,84286476,Cayla Spindler,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,3-4-2018,612
RPS FPS 39662041174579,22-12-2018 00:00:00,RP7322692113736220,RP49674353166233549139868199949314832,54.00,GBP,22-12-2018,730682,88003219,SAMIR,675662,83064787,Yves Byars,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,22-12-2018,612
RPS FPS 66732965608780,2-7-2018 00:00:00,RP8153316793338030,RP49926712328795549061077754049069475,353.00,GBP,2-7-2018,610316,88003220,SAMIULLAH,645539,51778269,Thaddus Spencelayh,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,2-7-2018,812
RPS FPS 22980602204427,14-6-2018 00:00:00,RP1416916187968030,RP49810522497497533845071181319140077,731.00,GBP,14-6-2018,313392,88003221,SANAULLAH,503080,75913869,Chester Reina,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,14-6-2018,812
RPS FPS 43115697412812,1-10-2018 00:00:00,RP4083046535743340,RP49622143159466452475776389349817052,272.00,GBP,1-10-2018,307416,88003222,SAQIB,723021,42162580,Allene Tolan,INVOICES 22 +551,10,FPS,BOOK,COMPLETE,O,934,11,1-10-2018,603
RPS FPS 85971232955555,5-12-2018 00:00:00,RP3652161803071280,RP49976062676394446101668045879171685,330.00,GBP,5-12-2018,832628,88003223,SARDAR DISAMBIGUATION,410486,57855628,Julietta Duxbury,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,5-12-2018,612
RPS FPS 38031500827518,2-7-2018 00:00:00,RP2831740837291300,RP49813412656910503816168273539344887,81.00,GBP,2-7-2018,669670,88003224,SARMAD,873244,76701631,Fulton Benzie,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,2-7-2018,612
RPS FPS 47051200725471,25-9-2018 00:00:00,RP2577997685810320,RP49929822519899552533271647739281476,249.00,GBP,25-9-2018,750768,88003225,SATAM,345955,57607895,Elbert Giron,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-9-2018,812
RPS FPS 68123006756030,7-3-2018 00:00:00,RP9322987758094290,RP49663132541901510743470631959440460,513.00,GBP,7-3-2018,849840,88003226,SATTAR,753383,53156367,Sarine Hame,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,7-3-2018,812
RPS FPS 39119175327469,27-10-2018 00:00:00,RP2549445239690290,RP49810652227852479215275418559737276,506.00,GBP,27-10-2018,422420,88003227,SAYF AL-DIN,269821,43816537,Fae Cockayme,INVOICES 22 +552,10,FPS,BOOK,COMPLETE,O,934,11,27-10-2018,603
RPS FPS 81776256102746,15-12-2018 00:00:00,RP6984465278372900,RP49908412486204467269073384999005784,607.00,GBP,15-12-2018,378832,88003228,SAYYID ,845320,67742879,Cyrill Keates,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-12-2018,612
RPS FPS 32499812818102,1-4-2018 00:00:00,RP9110524274003470,RP49770872303922466161072086689623522,532.00,GBP,1-4-2018,839045,88003229,SHABAN ,446760,61554251,Ashley Felgate,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,1-4-2018,612
RPS FPS 55812151966829,3-10-2018 00:00:00,RP4909252596633270,RP49580802281481460813369016759045338,538.00,GBP,3-10-2018,503581,88003230,SHAD DISAMBIGUATION,516109,43020589,Isabeau Tarzey,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,3-10-2018,812
RPS FPS 79859570574977,12-7-2018 00:00:00,RP1336084597816590,RP49805093101540490036470121019879004,49.00,GBP,12-7-2018,737761,88003231,SHAFIQ UR RAHMAN,273392,50173774,Emalee Brigg,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-7-2018,812
RPS FPS 65754316873257,2-7-2018 00:00:00,RP1128745028188640,RP49945612359981536709171359169789586,387.00,GBP,2-7-2018,577760,88003232,SHAFIQULLAH,620788,73436560,Paolina Comiam,INVOICES 22 +552,10,FPS,BOOK,COMPLETE,O,934,11,2-7-2018,603
RPS FPS 34812972673723,18-2-2018 00:00:00,RP1331002037127770,RP49772062546606470461473176759275930,663.00,GBP,18-2-2018,717480,88003233,SHAHID ,667329,44387692,Jeri Pennino,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,18-2-2018,612
RPS FPS 58209947710160,10-4-2018 00:00:00,RP7591603975014340,RP49672163287910503490974878739786250,996.00,GBP,10-4-2018,245904,88003234,SHAKEEL ,349625,83039386,Floyd Andrewartha,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-4-2018,612
RPS FPS 90562603687177,1-11-2018 00:00:00,RP4178310102664230,RP49852502504046488287574008489004122,801.00,GBP,1-11-2018,807297,88003235,SHAKIR,545313,78695543,Norbert Saunt,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,1-11-2018,812
RPS FPS 34958178577358,11-8-2018 00:00:00,RP6087175999946450,RP49888883178333546841074681189758750,970.00,GBP,11-8-2018,803370,88003236,SHAMS,821862,86670244,Daphene Ponter,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,11-8-2018,812
RPS FPS 89304429932836,16-12-2018 00:00:00,RP7125033711938250,RP49733802847026522308370052909575812,286.00,GBP,16-12-2018,309601,88003237,SHAMS AL-DIN,256176,78330007,Tessa Baughen,INVOICES 22 +553,10,FPS,BOOK,COMPLETE,O,934,11,16-12-2018,603
RPS FPS 13076435987232,15-10-2018 00:00:00,RP7803411238174420,RP49749232640861497113077581619475223,48.00,GBP,15-10-2018,322767,88003238,SHAMSUR RAHMAN,689192,42437182,Rowe Addicott,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-10-2018,612
RPS FPS 16951144698775,9-12-2018 00:00:00,RP9880159839491080,RP49808982546983480794870075489078853,176.00,GBP,9-12-2018,435273,88003239,SHARAF AL-DIN,728786,58735566,Ced Pfeuffer,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,9-12-2018,612
RPS FPS 21350081132982,24-12-2018 00:00:00,RP9548965126479680,RP49800422522559523565371857839855014,144.00,GBP,24-12-2018,470363,88003240,SHARIFULLAH,332640,63478462,Malissia Suff,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-12-2018,812
RPS FPS 33963474829520,2-9-2018 00:00:00,RP3229734097908430,RP49737232858315480148374197899211031,360.00,GBP,2-9-2018,519580,88003241,SHAWKAT,803415,62683762,Jenilee Vondrach,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,2-9-2018,812
RPS FPS 12561350417208,1-12-2018 00:00:00,RP4296247086531720,RP49802052654069547488373294219240081,996.00,GBP,1-12-2018,241831,88003242,SHAWKI,375698,52375144,Wally Hrachovec,INVOICES 22 +553,10,FPS,BOOK,COMPLETE,O,934,11,1-12-2018,603
RPS FPS 12025461279083,13-4-2018 00:00:00,RP6513967887951490,RP49631693088667539661672444729760755,905.00,GBP,13-4-2018,247799,88003243,SHIHAB AL-DIN,732903,65876863,Marleen Brunnstein,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-4-2018,612
RPS FPS 72352216239725,1-4-2018 00:00:00,RP4946437036793320,RP49948992226249523295571094589599807,349.00,GBP,1-4-2018,753381,88003244,SHUJAUDDIN,561516,55290912,Roby Shaplin,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,1-4-2018,612
RPS FPS 99314450937026,9-8-2018 00:00:00,RP5929873017423140,RP49952722958263501094876335339049421,946.00,GBP,9-8-2018,694538,88003245,SHUKRI,773278,75306880,Daryl Joul,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,9-8-2018,812
RPS FPS 44048106635473,24-9-2018 00:00:00,RP2843829709555600,RP49975953084449503531772324969842842,900.00,GBP,24-9-2018,802270,88003246,SIDIQUE,653587,41776612,Pate Bissett,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-9-2018,812
RPS FPS 75017408005019,8-8-2018 00:00:00,RP5969813906395160,RP49721902815674463039473991699910348,669.00,GBP,8-8-2018,368453,88003247,SIDQI,355767,48353970,Jacobo Bansal,INVOICES 22 +554,10,FPS,BOOK,COMPLETE,O,934,11,8-8-2018,603
