FPS Payment data,,,,,,,,,,,,,,,,,,,,,,
MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 16344569875878,02-04-2018 00:00,RP2112078095509320,RP46953091618715676309990451139073961,208,GBP,02-04-2018,323843,82947222,Carmita Antusch,351259,43822851,"NAJMEDDINE,BBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,02-04-2018,612
RPS FPS 75603351766243,12-05-2018 00:00,RP5612358833374210,RP46883341815866681885689844009235421,542,GBP,12-05-2018,398018,82976222,Bordie Blakeley,497455,58940419,BEN ALINAJMEDDINE B,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,12-05-2018,812
RPS FPS 78340854891204,01-10-2018 00:00,RP4425917754645610,RP46834172288235393481693231759268766,824,GBP,01-10-2018,314652,82979222,Hershel Palatini,521175,57899785,BEN ALINAJMEDDINE,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,01-10-2018,812
RPS FPS 71493587186839,24-10-2018 00:00,RP8912071889030230,RP46970473288563482729281435688896192,289,GBP,24-10-2018,461952,83009222,Bea Brumpton,297279,75757476,BEN ALINAJMEDDINE BEN SLAHEDDINE,INVOICES 22 +291,10,FPS,BOOK,COMPLETE,O,934,11,24-10-2018,603
RPS FPS 53358083442925,21-01-2018 00:00,RP4534689510454800,RP46996163104692617320592280239132033,150,GBP,21-01-2018,500498,83011222,Roberta Mc Menamin,735402,56028780,"BEN SLAHEDDINE,NAJMEDDINEBEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,21-01-2018,612
RPS FPS 53798647500399,16-01-2018 00:00,RP8322939759527160,RP46917552451507591408179356579083501,906,GBP,16-01-2018,416966,83042222,Shandee Greve,481599,36796418,"KA?S,BEN SLAHEDDINE,BEN HAJ HAMDABEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-01-2018,612
RPS FPS 72664288982814,25-01-2018 00:00,RP9389480525700270,RP46995581306434588092684583629139932,849,GBP,25-01-2018,516519,83051222,Carmencita McMichan,693179,86429185,KA?SBEN ALI,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-01-2018,812
RPS FPS 51381044718137,23-08-2018 00:00,RP4000701367646730,RP46970851457189383833089192319045535,503,GBP,23-08-2018,476078,83055222,Charmine Simester,500573,39567007,"KA?S,BEN SLAHEDDINEBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,23-08-2018,812
RPS FPS 26440182366460,06-02-2018 00:00,RP1150188182372210,RP46830413165919453091490105809211349,894,GBP,06-02-2018,838952,83065222,Lyndy Shropsheir,729514,72310896,KBEN ALI,INVOICES 22 +292,10,FPS,BOOK,COMPLETE,O,934,11,06-02-2018,603
RPS FPS 74454429583490,11-10-2018 00:00,RP2335469311008770,RP46827282310485521138576954408746192,352,GBP,11-10-2018,426363,83108222,Clarisse Tonks,637833,41889589,BEN ALIK,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,11-10-2018,612
RPS FPS 65025400325612,21-01-2018 00:00,RP7573626858806740,RP46906463087836535594685563359034881,143,GBP,21-01-2018,789331,83125222,Jeanelle Chat,308377,47221562,"K,BBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,21-01-2018,612
RPS FPS 80003363989954,11-04-2018 00:00,RP3996929724503460,RP46872063446495726847081742729010115,246,GBP,11-04-2018,546435,83137222,Isobel Epelett,452528,61137481,BEN ALIK B,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,11-04-2018,812
RPS FPS 39954217202972,12-11-2018 00:00,RP1090323982053330,RP46881942663412714742188281459283004,236,GBP,12-11-2018,679561,83171222,Richy Hovert,491758,81759464,"K,B,BBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-11-2018,812
RPS FPS 60378181657147,26-05-2018 00:00,RP2093871762124310,RP46985792816828674953179290659058152,231,GBP,26-05-2018,312505,83191222,Gayel Dougharty,351131,52261242,BEN ALIK B B,INVOICES 22 +292,10,FPS,BOOK,COMPLETE,O,934,11,26-05-2018,603
RPS FPS 81511468389110,06-10-2018 00:00,RP2272676821156090,RP46885733038937442732988861659073515,67,GBP,06-10-2018,524208,83205222,Ddene Hughesdon,748587,49709408,"KA?S,BBEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,06-10-2018,612
RPS FPS 84315199310170,10-04-2018 00:00,RP5697581447154550,RP46927291820192511932985922008895441,755,GBP,10-04-2018,427461,83218222,Lynn Rennles,291006,35350471,BEN ALIKA?S B,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-04-2018,612
RPS FPS 80542181747434,02-12-2018 00:00,RP4424184199958940,RP46998822604428686203781267768877609,498,GBP,02-12-2018,820707,83258222,Chelsy Marks,485488,77371343,BEN ALIKA?S,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,02-12-2018,812
RPS FPS 18818031988900,04-04-2018 00:00,RP6575194801005970,RP46880562889767584394284361889350417,541,GBP,04-04-2018,381634,83275222,Alasdair Queen,479699,65691436,BEN ALIKA?S BEN SLAHEDDINE,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,04-04-2018,812
RPS FPS 28730328469899,13-09-2018 00:00,RP3634134729481700,RP46904043380743510284180894249345937,855,GBP,13-09-2018,255022,83276222,Liuka Durbann,241451,40013296,"BEN SLAHEDDINE,KA?SBEN ALI",INVOICES 22 +293,10,FPS,BOOK,COMPLETE,O,934,11,13-09-2018,603
RPS FPS 67742122188987,03-03-2018 00:00,RP8476196574826710,RP46833693217109383221486179768823850,412,GBP,03-03-2018,257496,83299222,Germaine Iacovo,331925,38209316,"NAJET,BENT SLAHEDDINE,BEN HAJ HAMDABEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,03-03-2018,612
RPS FPS 75348021983673,03-11-2018 00:00,RP5227619585888900,RP46995973044719450963081560358851429,673,GBP,03-11-2018,448765,83358222,Vinson Aland,422949,63273229,NAJETBEN ALI,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,03-11-2018,612
RPS FPS 34241248099264,22-05-2018 00:00,RP7200472199742880,RP46831482739939394730090059448923166,342,GBP,22-05-2018,784496,83366222,Wendeline Mulder,582011,50385999,"NAJET,BENT SLAHEDDINEBEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,22-05-2018,812
RPS FPS 32771349752713,03-04-2018 00:00,RP3364653682300300,RP46961512842532573596178424699067849,671,GBP,03-04-2018,589681,83395222,Ramonda Scud,808528,40756782,BENT SLAHEDDINEBEN ALI,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,03-04-2018,812
RPS FPS 55111488136707,21-04-2018 00:00,RP2803232942648820,RP46843651540950459042384462268785280,927,GBP,21-04-2018,714096,83411222,Lynea Saice,524633,86870907,"NAJET,BBEN ALI",INVOICES 22 +293,10,FPS,BOOK,COMPLETE,O,934,11,21-04-2018,603
RPS FPS 25768146516216,08-08-2018 00:00,RP7642540415784210,RP46891752791609607842183305138759389,502,GBP,08-08-2018,415419,83418222,Darius Faro,684467,75565348,BEN ALINAJET B,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-08-2018,612
RPS FPS 80247484929985,27-11-2018 00:00,RP7873038217563880,RP46978741150269460686779347669068030,939,GBP,27-11-2018,290554,83441222,Cecilio Sleep,650680,78898348,BEN ALINAJET,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-11-2018,612
RPS FPS 75691495537673,04-07-2018 00:00,RP5382971835627510,RP46823841459563740413792761729342892,641,GBP,04-07-2018,737577,83482222,Selene Hepher,532953,39986959,BEN ALINAJET BENT SLAHEDDINE,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,04-07-2018,812
RPS FPS 24214624975163,20-11-2018 00:00,RP2396354253012480,RP46912431668698752615879530139149633,830,GBP,20-11-2018,670304,83500222,Bee Noni,697282,62190972,BEN ALIBENT SLAHEDDINE,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-11-2018,812
RPS FPS 96767986472601,18-10-2018 00:00,RP3982914395800240,RP46927283265446451658682928878976717,430,GBP,18-10-2018,400697,83531222,Welbie Havvock,405324,50912664,"BENT SLAHEDDINE,NAJETBEN ALI",INVOICES 22 +294,10,FPS,BOOK,COMPLETE,O,934,11,18-10-2018,603
RPS FPS 70489413643731,08-02-2018 00:00,RP7280776891482380,RP46908271166833708978387601878787501,810,GBP,08-02-2018,571904,83611222,Flynn Wais,837482,59299716,"HALIMA,BENT ZINE,EL ABIDINE,BEN HAJ HAMDABEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-02-2018,612
RPS FPS 45447405739393,16-06-2018 00:00,RP6196603658800700,RP46950422484138497548582459939183946,830,GBP,16-06-2018,856497,83673222,Merrielle McGuckin,843512,81808501,HALIMABEN ALI,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-06-2018,612
RPS FPS 35529233263410,07-11-2018 00:00,RP7260809637842770,RP46994621179539618617789744648966259,63,GBP,07-11-2018,305716,83688222,Kaiser Braker,386972,50941738,"HALIMA,BENT ZINEBEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,07-11-2018,812
RPS FPS 21037630109303,11-01-2018 00:00,RP3315079751191460,RP46844101341851648470885136239179848,849,GBP,11-01-2018,828231,83691222,Fallon Jewkes,302130,74903562,"HALIMA,BENT ZINE,EL ABIDINEBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,11-01-2018,812
RPS FPS 67085145956418,16-09-2018 00:00,RP6372907363952020,RP46888892874041651811283135718834832,619,GBP,16-09-2018,684075,83728222,Ario Biagioni,852036,35653341,BENT ZINEBEN ALI,INVOICES 22 +294,10,FPS,BOOK,COMPLETE,O,934,11,16-09-2018,603
RPS FPS 61821202697954,08-09-2018 00:00,RP5799552466162050,RP46894821573283353869088479319337078,827,GBP,08-09-2018,439691,83739222,Becka Massey,331453,74991298,EL ABIDINEBEN ALI,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-09-2018,612
RPS FPS 70272528473043,23-04-2018 00:00,RP4277736795451610,RP46841542240543446672581173668797013,149,GBP,23-04-2018,357560,83742222,Ozzie Kohtler,325784,64614101,"H,B,EBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-04-2018,612
RPS FPS 79579913174524,25-05-2018 00:00,RP2759226998113600,RP46953902373900541997487795418817059,678,GBP,25-05-2018,643125,83748222,Karlie Guillotin,428599,52476035,BEN ALIH B E,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-05-2018,812
RPS FPS 43935643315920,22-07-2018 00:00,RP3508845344599090,RP46831871178936712611477244428924886,229,GBP,22-07-2018,568402,83757222,Jacinthe Ulyatt,504370,48227410,"H,B,E,BBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,22-07-2018,812
RPS FPS 11439504368301,14-09-2018 00:00,RP2107719555656360,RP46953393256694447746884299389347906,966,GBP,14-09-2018,846267,83764222,Hale Ludwig,261164,39952457,BEN ALIH B E B,INVOICES 22 +295,10,FPS,BOOK,COMPLETE,O,934,11,14-09-2018,603
RPS FPS 43650340701439,09-09-2018 00:00,RP5343657047175710,RP46851442337126426635384438699273746,443,GBP,09-09-2018,255412,83796222,Harlen Piet,502769,79299505,"HALIMA,BBEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,09-09-2018,612
RPS FPS 44587938697337,05-04-2018 00:00,RP9091614740210160,RP46901021617665357585187515879127861,902,GBP,05-04-2018,681758,83841222,Kacy Shervington,700082,48428939,BEN ALIHALIMA B,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,05-04-2018,612
RPS FPS 96568834210108,09-12-2018 00:00,RP3904732078717640,RP46854251692369400657590162489161225,377,GBP,09-12-2018,859575,83857222,Daryl Audritt,538569,38541418,"HALIMA,EBEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,09-12-2018,812
RPS FPS 92836965117044,27-07-2018 00:00,RP8154130379423240,RP46997362809334745634982338739119071,829,GBP,27-07-2018,766902,83869222,Ruperta Merrgen,733375,78734611,BEN ALIHALIMA E,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,27-07-2018,812
RPS FPS 13276848680342,21-12-2018 00:00,RP4485414538733790,RP46880032570245510068184191888749968,897,GBP,21-12-2018,693512,83874222,Darnell Hiscoke,407007,44198488,EBEN ALI,INVOICES 22 +295,10,FPS,BOOK,COMPLETE,O,934,11,21-12-2018,603
RPS FPS 38943652911588,19-06-2018 00:00,RP1039321220931640,RP46860521952289346626588558738813757,500,GBP,19-06-2018,762558,83879222,Corrie Cannavan,690252,85545403,BEN ALIE,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,19-06-2018,612
RPS FPS 98726221074840,14-12-2018 00:00,RP1858058021101280,RP46917912698010357889881048169351933,807,GBP,14-12-2018,589262,83891222,Aarika Ghiotto,519982,36385978,BEN ALIHALIMA,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,14-12-2018,612
RPS FPS 64906505628539,13-07-2018 00:00,RP9303510335339860,RP46969611684182478492379402668804576,772,GBP,13-07-2018,575541,83893222,Hillie Cobley,414719,62377062,BEN ALIHALIMA BENT ZINE,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-07-2018,812
RPS FPS 64061316988811,02-01-2018 00:00,RP3450664565130190,RP46943531816884612855379032048827424,960,GBP,02-01-2018,838398,83908222,Lacie Wingatt,569039,57995688,BEN ALIHALIMA BENT ZINE EL ABIDINE,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,02-01-2018,812
RPS FPS 29543858328959,11-09-2018 00:00,RP4153794420993540,RP46952033134854507169185678159156518,422,GBP,11-09-2018,840802,83932222,Carmon Mitham,405892,80847930,BEN ALIBENT ZINE,INVOICES 22 +296,10,FPS,BOOK,COMPLETE,O,934,11,11-09-2018,603
RPS FPS 39645323573122,14-02-2018 00:00,RP8769019048609360,RP46924482228478479604879434059336951,924,GBP,14-02-2018,841841,83943222,Karel Winchurst,510905,61049067,BEN ALIEL ABIDINE,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-02-2018,612
RPS FPS 98992472960539,12-03-2018 00:00,RP7324146534081470,RP46935171625895427414779942119144041,733,GBP,12-03-2018,494382,83961222,Mina Kittow,450852,72043649,"BENT ZINE,HALIMABEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,12-03-2018,612
RPS FPS 43698413221574,02-11-2018 00:00,RP3547049140241390,RP46947972701949394267185189979085036,207,GBP,02-11-2018,553688,84009222,Tessy Imlach,337947,63416923,"GHAZOUA,BENT ZINE,EL ABIDINE,BEN HAJ HAMDABEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,02-11-2018,812
RPS FPS 37393699116601,08-04-2018 00:00,RP6272749465478920,RP46955342929865367493093134708894610,14,GBP,08-04-2018,345926,84019222,Jamesy Sibun,348822,56985261,GHAZOUABEN ALI,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,08-04-2018,812
RPS FPS 66355468584505,22-12-2018 00:00,RP8195918954532870,RP46938501188445528073087988639280959,308,GBP,22-12-2018,563766,84022222,Kelsey Schimmang,459954,72535170,"GHAZOUA,BENT ZINEBEN ALI",INVOICES 22 +296,10,FPS,BOOK,COMPLETE,O,934,11,22-12-2018,603
RPS FPS 85697802827429,21-10-2018 00:00,RP1458474544373300,RP46895871777215618621282867799062843,333,GBP,21-10-2018,705778,84052222,Jamaal Rivard,789940,77748282,"GHAZOUA,BENT ZINE,EL ABIDINEBEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,21-10-2018,612
RPS FPS 14838177425348,05-11-2018 00:00,RP4907584029642550,RP46924642703216356343879800469024529,501,GBP,05-11-2018,734644,84055222,Lucien Lain,778030,67971703,GBEN ALI,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,05-11-2018,612
RPS FPS 29045837592403,07-12-2018 00:00,RP8605164784758910,RP46853123446882713788182508489225508,651,GBP,07-12-2018,622884,84098222,Bartel Bernardotte,557187,52767954,BEN ALIG,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,07-12-2018,812
RPS FPS 98561706886343,26-10-2018 00:00,RP5681140653314280,RP46978121628663603756391485849103328,569,GBP,26-10-2018,701811,84124222,Aryn McBrearty,307593,85970523,"G,BBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,26-10-2018,812
RPS FPS 38757469977462,13-06-2018 00:00,RP4960989924565320,RP46871592915693457869891546229344772,133,GBP,13-06-2018,375468,84145222,Woody Strainge,664892,50253739,BEN ALIG B,INVOICES 22 +297,10,FPS,BOOK,COMPLETE,O,934,11,13-06-2018,603
RPS FPS 25898762626555,18-09-2018 00:00,RP8449882027834240,RP46844991383013387723080050369142853,54,GBP,18-09-2018,775535,84151222,Port Oxford,598338,68637189,"G,B,EBEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,18-09-2018,612
RPS FPS 37368424419059,27-02-2018 00:00,RP5838224076570400,RP46957022191548373130979838479270578,959,GBP,27-02-2018,319729,84170222,Vail Gillham,279122,70264326,BEN ALIG B E,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-02-2018,612
RPS FPS 47361141836916,20-08-2018 00:00,RP3232556701793920,RP46864321467873409501387090949285312,84,GBP,20-08-2018,650968,84180222,Domenic Lead,814241,55755829,"G,B,E,BBEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-08-2018,812
RPS FPS 99532452523093,26-11-2018 00:00,RP9371323088874100,RP46975502118027403320093469728902147,503,GBP,26-11-2018,310501,84236222,Sindee Colbran,831715,70941963,BEN ALIG B E B,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,26-11-2018,812
RPS FPS 66034163559976,06-03-2018 00:00,RP2260782183509040,RP46955031468664682848087413349129959,532,GBP,06-03-2018,276758,84238222,Marlane Poskitt,537218,72499933,"GHAZOUA,BBEN ALI",INVOICES 22 +297,10,FPS,BOOK,COMPLETE,O,934,11,06-03-2018,603
RPS FPS 19925824389900,20-02-2018 00:00,RP4313865331845060,RP46957521221812751829176802469144296,123,GBP,20-02-2018,760835,84253222,Aldric Cranton,510682,38477572,BEN ALIGHAZOUA B,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,20-02-2018,612
RPS FPS 25389710117591,16-12-2018 00:00,RP4948911454682140,RP46994582666141366162392918509199160,744,GBP,16-12-2018,525522,84269222,Viviana Curedell,321080,60553022,"GHAZOUA,EBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-12-2018,612
RPS FPS 58522014924939,17-05-2018 00:00,RP9695942115154360,RP46903111537659478252984146718969052,225,GBP,17-05-2018,288143,84277222,Stanford Kirkam,629116,55226807,BEN ALIGHAZOUA E,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,17-05-2018,812
RPS FPS 98685899719323,03-05-2018 00:00,RP7974239096567760,RP46844921889696744163387101559279451,996,GBP,03-05-2018,822651,84286222,Geneva Pevsner,612763,63435793,BEN ALIGHAZOUA,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,03-05-2018,812
RPS FPS 64081206028539,19-06-2018 00:00,RP9744486624557440,RP46811403325564616794786395528843539,402,GBP,19-06-2018,641788,84311222,Roley Hounsham,507995,74793032,BEN ALIGHAZOUA BENT ZINE,INVOICES 22 +298,10,FPS,BOOK,COMPLETE,O,934,11,19-06-2018,603
RPS FPS 26422075177536,17-10-2018 00:00,RP7630821909873780,RP46968302177840534487783750259331655,557,GBP,17-10-2018,314024,84334222,Toddie Bartolijn,852842,72608682,BEN ALIGHAZOUA BENT ZINE EL ABIDINE,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-10-2018,612
RPS FPS 96629214230508,18-12-2018 00:00,RP8536014161202590,RP46888502864609578429976822209205083,140,GBP,18-12-2018,738127,84344222,Alexa Cambridge,602852,72841354,"BENT ZINE,GHAZOUABEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-12-2018,612
RPS FPS 95133375658222,20-08-2018 00:00,RP7863480337316490,RP46919552389489747211381345339264082,317,GBP,20-08-2018,712195,84351222,Jodie Menguy,591870,68267994,"SIRINE,BENT ZINE,EL ABIDINE,BEN HAJ HAMDABEN ALIEN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,20-08-2018,812
RPS FPS 61829833095994,09-04-2018 00:00,RP1605399894129820,RP46917772859486396081488531088844264,496,GBP,09-04-2018,370137,84354222,Winfred Pepin,869033,81658850,"NESRINE,BENT ZINE,EL ABIDINE,BEN HAJ HAMDABEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,09-04-2018,812
RPS FPS 59242652222963,18-03-2018 00:00,RP4670983962941540,RP46947211383527380579781644129344163,422,GBP,18-03-2018,246289,84363222,Ardys Belison,288054,79673865,NESRINEBEN ALI,INVOICES 22 +298,10,FPS,BOOK,COMPLETE,O,934,11,18-03-2018,603
RPS FPS 26093951227949,18-09-2018 00:00,RP8440131143377000,RP46958281180552694593878915309091171,454,GBP,18-09-2018,263948,84372222,Saul Archdeckne,629385,85928721,"NESRINE,BENT ZINEBEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,18-09-2018,612
RPS FPS 95199703571861,23-09-2018 00:00,RP7598182474463490,RP46980121378283520662989187559099648,294,GBP,23-09-2018,542068,84399222,Honey Drinkale,753681,49228856,"NESRINE,BENT ZINE,EL ABIDINEBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-09-2018,612
RPS FPS 24383134307179,04-10-2018 00:00,RP9805370620163970,RP46856643244320525586990213678804980,542,GBP,04-10-2018,625542,84429222,Lilly Greeveson,582237,62461041,"N,B,EBEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,04-10-2018,812
RPS FPS 46678529605383,22-07-2018 00:00,RP4371611550327610,RP46846492444655755801591604169068955,823,GBP,22-07-2018,680075,84453222,Hugibert Ben,509206,39807376,BEN ALIN B E,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,22-07-2018,812
RPS FPS 37833227319137,22-07-2018 00:00,RP2441131411771570,RP46867652088667370247490093568977475,70,GBP,22-07-2018,264672,84493222,Chelsie Brede,422431,44652073,"N,B,E,BBEN ALI",INVOICES 22 +299,10,FPS,BOOK,COMPLETE,O,934,11,22-07-2018,603
RPS FPS 13418142165821,14-11-2018 00:00,RP6446171476973130,RP46898461688269761264786132489075124,997,GBP,14-11-2018,268983,84514222,Mycah Shapera,363121,54893555,BEN ALIN B E B,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-11-2018,612
RPS FPS 38745018025870,23-07-2018 00:00,RP9825240249204530,RP46975892198345645732190091578980984,574,GBP,23-07-2018,240157,84539222,Aurlie Bredes,370215,79446176,"NESRINE,BBEN ALI",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-07-2018,612
RPS FPS 12169174546196,21-09-2018 00:00,RP6268095443397980,RP46835032322702673088891079738748815,789,GBP,21-09-2018,247679,84540222,Myrna Farren,375182,58228244,BEN ALINESRINE B,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,21-09-2018,812
RPS FPS 41307545910579,21-08-2018 00:00,RP8354692305247920,RP46941611334836718905283788698851628,538,GBP,21-08-2018,721607,84568222,Nickola Row,313058,56542550,"NESRINE,EBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,21-08-2018,812
RPS FPS 76604169241146,11-02-2018 00:00,RP2732789771242200,RP46980992287748609523382132159114722,309,GBP,11-02-2018,474643,84607222,Daloris Gooders,392286,42407834,BEN ALINESRINE E,INVOICES 22 +299,10,FPS,BOOK,COMPLETE,O,934,11,11-02-2018,603
RPS FPS 15809984500511,27-09-2018 00:00,RP1290089998388260,RP46828441425407648043089573689085218,293,GBP,27-09-2018,493266,84622222,Berrie Lindner,858517,75754407,BEN ALINESRINE,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,27-09-2018,612
RPS FPS 89097884417933,07-06-2018 00:00,RP8695808410981710,RP46904933286764360585478438068900564,114,GBP,07-06-2018,574933,84637222,Sheryl Grinikhin,622203,48569124,BEN ALINESRINE BENT ZINE,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,07-06-2018,612
RPS FPS 66913497227936,22-05-2018 00:00,RP1983251191796460,RP46975101877511603744076490538853990,535,GBP,22-05-2018,844108,84638222,Lise McLeary,489633,71033254,BEN ALINESRINE BENT ZINE EL ABIDINE,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,22-05-2018,812
RPS FPS 28033287513175,05-10-2018 00:00,RP1623017475244680,RP46982772773015445264486810419333615,670,GBP,05-10-2018,302816,84730222,Channa Dockery,397105,78222364,"BENT ZINE,NESRINEBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,05-10-2018,812
RPS FPS 90842001586325,18-05-2018 00:00,RP6630717077885620,RP46975343282633481624978791868834720,575,GBP,18-05-2018,336882,84751222,Martin McVittie,659972,80398644,"CYRINE,BENT ZINE,EL ABIDINE,BEN HAJ HAMDABEN ALIEN",INVOICES 22 +300,10,FPS,BOOK,COMPLETE,O,934,11,18-05-2018,603
RPS FPS 95661137384205,14-05-2018 00:00,RP5926038116535420,RP46887692838103684889377731079318902,471,GBP,14-05-2018,426026,84756222,Earl Kelway,599638,50053911,"DORSAF,BENT ZINE,EL ABIDINE,BEN HAJ HAMDABEN ALI",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-05-2018,612
RPS FPS 41485790942567,10-02-2018 00:00,RP8197653352395460,RP46889402092371477882177746259217114,812,GBP,10-02-2018,326562,84759222,Neila Ingram,279877,49322059,DORSAFBEN ALI,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-02-2018,612
RPS FPS 69310195353162,15-07-2018 00:00,RP7971513751664140,RP46886481307421375619286163148955298,887,GBP,15-07-2018,765604,84760222,Timothee Mirams,303511,73356546,"DORSAF,BENT ZINEBEN ALI",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,15-07-2018,812
RPS FPS 97358855012777,05-05-2018 00:00,RP9943154223202260,RP46810581428354572818586636429013534,92,GBP,05-05-2018,238618,84773222,Ritchie Edmett,627298,57090699,"DORSAF,BENT ZINE,EL ABIDINEBEN ALI",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,05-05-2018,812
RPS FPS 74125155051073,02-11-2018 00:00,RP8754707975229030,RP46840671778081485781078284328933367,146,GBP,02-11-2018,387626,84781222,Carroll Vasyukov,293349,75685632,DBEN ALI,INVOICES 22 +300,10,FPS,BOOK,COMPLETE,O,934,11,02-11-2018,603
